ID;status;uczen;lekcja
0000998;obecny;300;000034
0000999;spozniony;318;000034
0001000;obecny;335;000034
0001001;spozniony;355;000034
0001002;spozniony;363;000034
0001003;spozniony;377;000034
0001004;obecny;383;000034
0001005;nieobecny;390;000034
0001006;obecny;406;000034
0001007;obecny;431;000034
0001008;nieobecny;001;000035
0001009;nieobecny;012;000035
0001010;obecny;041;000035
0001011;nieobecny;056;000035
0001012;nieobecny;063;000035
0001013;nieobecny;090;000035
0001014;spozniony;092;000035
0001015;nieobecny;098;000035
0001016;spozniony;148;000035
0001017;spozniony;149;000035
0001018;nieobecny;171;000035
0001019;obecny;181;000035
0001020;obecny;245;000035
0001021;spozniony;247;000035
0001022;obecny;258;000035
0001023;nieobecny;303;000035
0001024;spozniony;320;000035
0001025;nieobecny;323;000035
0001026;nieobecny;345;000035
0001027;obecny;356;000035
0001028;spozniony;357;000035
0001029;spozniony;409;000035
0001030;obecny;417;000035
0001031;nieobecny;418;000035
0001032;nieobecny;422;000035
0001033;spozniony;436;000035
0001034;obecny;010;000036
0001035;nieobecny;013;000036
0001036;spozniony;014;000036
0001037;nieobecny;052;000036
0001038;spozniony;111;000036
0001039;obecny;127;000036
0001040;nieobecny;144;000036
0001041;obecny;147;000036
0001042;nieobecny;168;000036
0001043;obecny;202;000036
0001044;obecny;246;000036
0001045;spozniony;273;000036
0001046;nieobecny;275;000036
0001047;obecny;277;000036
0001048;nieobecny;342;000036
0001049;obecny;354;000036
0001050;spozniony;358;000036
0001051;obecny;372;000036
0001052;nieobecny;374;000036
0001053;nieobecny;379;000036
0001054;spozniony;446;000036
0001055;nieobecny;450;000036
0001056;spozniony;471;000036
0001057;obecny;472;000036
0001058;nieobecny;478;000036
0001059;obecny;002;000037
0001060;obecny;008;000037
0001061;nieobecny;018;000037
0001062;spozniony;022;000037
0001063;obecny;034;000037
0001064;spozniony;044;000037
0001065;spozniony;050;000037
0001066;spozniony;069;000037
0001067;nieobecny;081;000037
0001068;nieobecny;113;000037
0001069;spozniony;118;000037
0001070;obecny;125;000037
0001071;spozniony;126;000037
0001072;nieobecny;128;000037
0001073;nieobecny;131;000037
0001074;spozniony;133;000037
0001075;nieobecny;189;000037
0001076;spozniony;204;000037
0001077;nieobecny;224;000037
0001078;spozniony;227;000037
0001079;obecny;257;000037
0001080;spozniony;260;000037
0001081;spozniony;298;000037
0001082;obecny;310;000037
0001083;obecny;321;000037
0001084;spozniony;380;000037
0001085;spozniony;385;000037
0001086;spozniony;396;000037
0001087;nieobecny;419;000037
0001088;nieobecny;423;000037
0001089;spozniony;464;000037
0001090;spozniony;477;000037
0001091;spozniony;001;000038
0001092;obecny;012;000038
0001093;spozniony;041;000038
0001094;spozniony;056;000038
0001095;spozniony;063;000038
0001096;spozniony;090;000038
0001097;nieobecny;092;000038
0001098;spozniony;098;000038
0001099;obecny;148;000038
0001100;spozniony;149;000038
0001101;nieobecny;171;000038
0001102;obecny;181;000038
0001103;obecny;245;000038
0001104;spozniony;247;000038
0001105;spozniony;258;000038
0001106;spozniony;303;000038
0001107;spozniony;320;000038
0001108;nieobecny;323;000038
0001109;obecny;345;000038
0001110;spozniony;356;000038
0001111;spozniony;357;000038
0001112;nieobecny;409;000038
0001113;nieobecny;417;000038
0001114;obecny;418;000038
0001115;nieobecny;422;000038
0001116;obecny;436;000038
0001117;nieobecny;005;000039
0001118;spozniony;033;000039
0001119;nieobecny;074;000039
0001120;obecny;080;000039
0001121;obecny;129;000039
0001122;spozniony;153;000039
0001123;obecny;172;000039
0001124;nieobecny;179;000039
0001125;nieobecny;208;000039
0001126;nieobecny;285;000039
0001127;spozniony;290;000039
0001128;spozniony;294;000039
0001129;obecny;343;000039
0001130;obecny;351;000039
0001131;spozniony;375;000039
0001132;obecny;389;000039
0001133;nieobecny;397;000039
0001134;obecny;420;000039
0001135;spozniony;443;000039
0001136;spozniony;004;000040
0001137;spozniony;029;000040
0001138;spozniony;066;000040
0001139;obecny;085;000040
0001140;spozniony;117;000040
0001141;obecny;121;000040
0001142;spozniony;122;000040
0001143;spozniony;154;000040
0001144;obecny;164;000040
0001145;nieobecny;177;000040
0001146;nieobecny;180;000040
0001147;nieobecny;195;000040
0001148;spozniony;199;000040
0001149;spozniony;205;000040
0001150;obecny;209;000040
0001151;obecny;210;000040
0001152;obecny;218;000040
0001153;spozniony;221;000040
0001154;obecny;289;000040
0001155;obecny;296;000040
0001156;spozniony;313;000040
0001157;nieobecny;314;000040
0001158;obecny;366;000040
0001159;spozniony;395;000040
0001160;spozniony;403;000040
0001161;obecny;405;000040
0001162;obecny;415;000040
0001163;nieobecny;424;000040
0001164;spozniony;426;000040
0001165;nieobecny;441;000040
0001166;spozniony;444;000040
0001167;nieobecny;460;000040
0001168;nieobecny;466;000040
0001169;spozniony;470;000040
0001170;obecny;009;000041
0001171;spozniony;025;000041
0001172;nieobecny;057;000041
0001173;nieobecny;071;000041
0001174;obecny;073;000041
0001175;obecny;084;000041
0001176;obecny;094;000041
0001177;obecny;097;000041
0001178;obecny;103;000041
0001179;obecny;124;000041
0001180;obecny;135;000041
0001181;spozniony;139;000041
0001182;spozniony;166;000041
0001183;nieobecny;173;000041
0001184;obecny;196;000041
0001185;obecny;216;000041
0001186;obecny;254;000041
0001187;nieobecny;282;000041
0001188;obecny;291;000041
0001189;spozniony;331;000041
0001190;obecny;338;000041
0001191;obecny;367;000041
0001192;spozniony;368;000041
0001193;spozniony;373;000041
0001194;nieobecny;387;000041
0001195;spozniony;416;000041
0001196;spozniony;438;000041
0001197;obecny;440;000041
0001198;spozniony;453;000041
0001199;obecny;465;000041
0001200;nieobecny;469;000041
0001201;obecny;010;000042
0001202;nieobecny;013;000042
0001203;nieobecny;014;000042
0001204;nieobecny;052;000042
0001205;obecny;111;000042
0001206;spozniony;127;000042
0001207;spozniony;144;000042
0001208;obecny;147;000042
0001209;spozniony;168;000042
0001210;spozniony;202;000042
0001211;obecny;246;000042
0001212;spozniony;273;000042
0001213;nieobecny;275;000042
0001214;obecny;277;000042
0001215;obecny;342;000042
0001216;spozniony;354;000042
0001217;nieobecny;358;000042
0001218;nieobecny;372;000042
0001219;spozniony;374;000042
0001220;nieobecny;379;000042
0001221;nieobecny;446;000042
0001222;nieobecny;450;000042
0001223;nieobecny;471;000042
0001224;spozniony;472;000042
0001225;nieobecny;478;000042
0001226;obecny;002;000043
0001227;spozniony;008;000043
0001228;obecny;018;000043
0001229;nieobecny;022;000043
0001230;obecny;034;000043
0001231;nieobecny;044;000043
0001232;obecny;050;000043
0001233;nieobecny;069;000043
0001234;obecny;081;000043
0001235;spozniony;113;000043
0001236;nieobecny;118;000043
0001237;obecny;125;000043
0001238;obecny;126;000043
0001239;obecny;128;000043
0001240;obecny;131;000043
0001241;nieobecny;133;000043
0001242;nieobecny;189;000043
0001243;spozniony;204;000043
0001244;obecny;224;000043
0001245;obecny;227;000043
0001246;spozniony;257;000043
0001247;spozniony;260;000043
0001248;nieobecny;298;000043
0001249;nieobecny;310;000043
0001250;obecny;321;000043
0001251;obecny;380;000043
0001252;nieobecny;385;000043
0001253;nieobecny;396;000043
0001254;spozniony;419;000043
0001255;obecny;423;000043
0001256;obecny;464;000043
0001257;spozniony;477;000043
0001258;obecny;003;000044
0001259;obecny;007;000044
0001260;obecny;021;000044
0001261;spozniony;028;000044
0001262;nieobecny;030;000044
0001263;obecny;048;000044
0001264;nieobecny;051;000044
0001265;spozniony;058;000044
0001266;obecny;065;000044
0001267;spozniony;075;000044
0001268;nieobecny;079;000044
0001269;obecny;102;000044
0001270;nieobecny;140;000044
0001271;nieobecny;150;000044
0001272;nieobecny;152;000044
0001273;spozniony;169;000044
0001274;obecny;184;000044
0001275;spozniony;185;000044
0001276;obecny;192;000044
0001277;spozniony;230;000044
0001278;nieobecny;234;000044
0001279;obecny;236;000044
0001280;obecny;251;000044
0001281;obecny;269;000044
0001282;spozniony;301;000044
0001283;nieobecny;330;000044
0001284;nieobecny;341;000044
0001285;obecny;365;000044
0001286;spozniony;391;000044
0001287;spozniony;402;000044
0001288;spozniony;434;000044
0001289;spozniony;437;000044
0001290;spozniony;439;000044
0001291;spozniony;447;000044
0001292;obecny;456;000044
0001293;spozniony;479;000044
0001294;spozniony;002;000045
0001295;nieobecny;008;000045
0001296;spozniony;018;000045
0001297;nieobecny;022;000045
0001298;spozniony;034;000045
0001299;obecny;044;000045
0001300;nieobecny;050;000045
0001301;nieobecny;069;000045
0001302;spozniony;081;000045
0001303;obecny;113;000045
0001304;obecny;118;000045
0001305;nieobecny;125;000045
0001306;obecny;126;000045
0001307;obecny;128;000045
0001308;obecny;131;000045
0001309;nieobecny;133;000045
0001310;spozniony;189;000045
0001311;nieobecny;204;000045
0001312;obecny;224;000045
0001313;obecny;227;000045
0001314;nieobecny;257;000045
0001315;obecny;260;000045
0001316;obecny;298;000045
0001317;obecny;310;000045
0001318;obecny;321;000045
0001319;nieobecny;380;000045
0001320;obecny;385;000045
0001321;spozniony;396;000045
0001322;nieobecny;419;000045
0001323;obecny;423;000045
0001324;nieobecny;464;000045
0001325;spozniony;477;000045
0001326;nieobecny;001;000046
0001327;spozniony;012;000046
0001328;obecny;041;000046
0001329;obecny;056;000046
0001330;spozniony;063;000046
0001331;nieobecny;090;000046
0001332;nieobecny;092;000046
0001333;spozniony;098;000046
0001334;obecny;148;000046
0001335;nieobecny;149;000046
0001336;nieobecny;171;000046
0001337;obecny;181;000046
0001338;obecny;245;000046
0001339;nieobecny;247;000046
0001340;nieobecny;258;000046
0001341;spozniony;303;000046
0001342;obecny;320;000046
0001343;obecny;323;000046
0001344;obecny;345;000046
0001345;nieobecny;356;000046
0001346;nieobecny;357;000046
0001347;nieobecny;409;000046
0001348;nieobecny;417;000046
0001349;nieobecny;418;000046
0001350;spozniony;422;000046
0001351;nieobecny;436;000046
0001352;obecny;011;000047
0001353;spozniony;017;000047
0001354;obecny;020;000047
0001355;obecny;037;000047
0001356;obecny;038;000047
0001357;spozniony;043;000047
0001358;nieobecny;077;000047
0001359;spozniony;086;000047
0001360;spozniony;087;000047
0001361;obecny;112;000047
0001362;spozniony;134;000047
0001363;nieobecny;146;000047
0001364;spozniony;158;000047
0001365;spozniony;161;000047
0001366;nieobecny;167;000047
0001367;spozniony;170;000047
0001368;spozniony;176;000047
0001369;spozniony;183;000047
0001370;obecny;228;000047
0001371;obecny;244;000047
0001372;obecny;266;000047
0001373;spozniony;274;000047
0001374;nieobecny;297;000047
0001375;spozniony;302;000047
0001376;nieobecny;304;000047
0001377;spozniony;322;000047
0001378;obecny;340;000047
0001379;spozniony;347;000047
0001380;nieobecny;349;000047
0001381;obecny;350;000047
0001382;obecny;360;000047
0001383;obecny;369;000047
0001384;nieobecny;384;000047
0001385;obecny;412;000047
0001386;nieobecny;425;000047
0001387;spozniony;428;000047
0001388;spozniony;432;000047
0001389;nieobecny;435;000047
0001390;obecny;445;000047
0001391;obecny;467;000047
0001392;obecny;473;000047
0001393;nieobecny;006;000048
0001394;spozniony;015;000048
0001395;nieobecny;016;000048
0001396;spozniony;024;000048
0001397;nieobecny;031;000048
0001398;nieobecny;049;000048
0001399;spozniony;068;000048
0001400;spozniony;088;000048
0001401;nieobecny;089;000048
0001402;spozniony;110;000048
0001403;obecny;142;000048
0001404;obecny;165;000048
0001405;spozniony;174;000048
0001406;nieobecny;178;000048
0001407;obecny;201;000048
0001408;nieobecny;223;000048
0001409;spozniony;235;000048
0001410;spozniony;237;000048
0001411;obecny;253;000048
0001412;spozniony;272;000048
0001413;obecny;281;000048
0001414;spozniony;286;000048
0001415;obecny;327;000048
0001416;spozniony;352;000048
0001417;obecny;371;000048
0001418;obecny;401;000048
0001419;obecny;410;000048
0001420;nieobecny;414;000048
0001421;nieobecny;455;000048
0001422;obecny;459;000048
0001423;obecny;468;000048
0001424;nieobecny;001;000049
0001425;obecny;012;000049
0001426;nieobecny;041;000049
0001427;spozniony;056;000049
0001428;obecny;063;000049
0001429;spozniony;090;000049
0001430;nieobecny;092;000049
0001431;spozniony;098;000049
0001432;obecny;148;000049
0001433;nieobecny;149;000049
0001434;spozniony;171;000049
0001435;spozniony;181;000049
0001436;spozniony;245;000049
0001437;nieobecny;247;000049
0001438;nieobecny;258;000049
0001439;obecny;303;000049
0001440;spozniony;320;000049
0001441;nieobecny;323;000049
0001442;spozniony;345;000049
0001443;obecny;356;000049
0001444;obecny;357;000049
0001445;nieobecny;409;000049
0001446;spozniony;417;000049
0001447;spozniony;418;000049
0001448;nieobecny;422;000049
0001449;nieobecny;436;000049
0001450;obecny;006;000050
0001451;spozniony;015;000050
0001452;spozniony;016;000050
0001453;spozniony;024;000050
0001454;spozniony;031;000050
0001455;obecny;049;000050
0001456;spozniony;068;000050
0001457;obecny;088;000050
0001458;obecny;089;000050
0001459;spozniony;110;000050
0001460;spozniony;142;000050
0001461;obecny;165;000050
0001462;obecny;174;000050
0001463;obecny;178;000050
0001464;spozniony;201;000050
0001465;spozniony;223;000050
0001466;nieobecny;235;000050
0001467;obecny;237;000050
0001468;spozniony;253;000050
0001469;obecny;272;000050
0001470;obecny;281;000050
0001471;spozniony;286;000050
0001472;nieobecny;327;000050
0001473;nieobecny;352;000050
0001474;nieobecny;371;000050
0001475;obecny;401;000050
0001476;spozniony;410;000050
0001477;obecny;414;000050
0001478;spozniony;455;000050
0001479;nieobecny;459;000050
0001480;obecny;468;000050
0001481;obecny;011;000051
0001482;obecny;017;000051
0001483;nieobecny;020;000051
0001484;obecny;037;000051
0001485;spozniony;038;000051
0001486;nieobecny;043;000051
0001487;nieobecny;077;000051
0001488;obecny;086;000051
0001489;obecny;087;000051
0001490;spozniony;112;000051
0001491;obecny;134;000051
0001492;obecny;146;000051
0001493;spozniony;158;000051
0001494;spozniony;161;000051
0001495;nieobecny;167;000051
0001496;spozniony;170;000051
0001497;nieobecny;176;000051
0001498;nieobecny;183;000051
0001499;spozniony;228;000051
0001500;spozniony;244;000051
0001501;obecny;266;000051
0001502;spozniony;274;000051
0001503;nieobecny;297;000051
0001504;obecny;302;000051
0001505;nieobecny;304;000051
0001506;obecny;322;000051
0001507;spozniony;340;000051
0001508;spozniony;347;000051
0001509;nieobecny;349;000051
0001510;nieobecny;350;000051
0001511;obecny;360;000051
0001512;obecny;369;000051
0001513;spozniony;384;000051
0001514;obecny;412;000051
0001515;spozniony;425;000051
0001516;obecny;428;000051
0001517;obecny;432;000051
0001518;obecny;435;000051
0001519;spozniony;445;000051
0001520;spozniony;467;000051
0001521;obecny;473;000051
0001522;nieobecny;009;000052
0001523;nieobecny;025;000052
0001524;spozniony;057;000052
0001525;obecny;071;000052
0001526;obecny;073;000052
0001527;spozniony;084;000052
0001528;nieobecny;094;000052
0001529;spozniony;097;000052
0001530;spozniony;103;000052
0001531;obecny;124;000052
0001532;obecny;135;000052
0001533;nieobecny;139;000052
0001534;obecny;166;000052
0001535;spozniony;173;000052
0001536;nieobecny;196;000052
0001537;obecny;216;000052
0001538;nieobecny;254;000052
0001539;nieobecny;282;000052
0001540;spozniony;291;000052
0001541;spozniony;331;000052
0001542;nieobecny;338;000052
0001543;obecny;367;000052
0001544;spozniony;368;000052
0001545;spozniony;373;000052
0001546;nieobecny;387;000052
0001547;spozniony;416;000052
0001548;nieobecny;438;000052
0001549;obecny;440;000052
0001550;nieobecny;453;000052
0001551;nieobecny;465;000052
0001552;obecny;469;000052
0001553;nieobecny;045;000053
0001554;nieobecny;059;000053
0001555;nieobecny;062;000053
0001556;spozniony;076;000053
0001557;obecny;095;000053
0001558;spozniony;096;000053
0001559;nieobecny;104;000053
0001560;nieobecny;115;000053
0001561;nieobecny;120;000053
0001562;spozniony;130;000053
0001563;obecny;137;000053
0001564;spozniony;159;000053
0001565;spozniony;175;000053
0001566;nieobecny;190;000053
0001567;nieobecny;191;000053
0001568;spozniony;225;000053
0001569;spozniony;238;000053
0001570;nieobecny;248;000053
0001571;nieobecny;263;000053
0001572;nieobecny;283;000053
0001573;obecny;307;000053
0001574;spozniony;312;000053
0001575;spozniony;317;000053
0001576;nieobecny;319;000053
0001577;nieobecny;326;000053
0001578;nieobecny;328;000053
0001579;spozniony;334;000053
0001580;obecny;339;000053
0001581;nieobecny;353;000053
0001582;spozniony;370;000053
0001583;obecny;421;000053
0001584;nieobecny;449;000053
0001585;obecny;451;000053
0001586;nieobecny;458;000053
0001587;spozniony;461;000053
0001588;nieobecny;474;000053
0001589;nieobecny;480;000053
0001590;nieobecny;042;000054
0001591;obecny;046;000054
0001592;nieobecny;060;000054
0001593;spozniony;078;000054
0001594;obecny;116;000054
0001595;obecny;141;000054
0001596;spozniony;143;000054
0001597;nieobecny;157;000054
0001598;obecny;160;000054
0001599;obecny;186;000054
0001600;obecny;188;000054
0001601;obecny;197;000054
0001602;spozniony;206;000054
0001603;obecny;211;000054
0001604;spozniony;213;000054
0001605;spozniony;241;000054
0001606;obecny;255;000054
0001607;spozniony;259;000054
0001608;spozniony;264;000054
0001609;nieobecny;270;000054
0001610;spozniony;284;000054
0001611;spozniony;287;000054
0001612;nieobecny;293;000054
0001613;nieobecny;311;000054
0001614;obecny;324;000054
0001615;spozniony;329;000054
0001616;obecny;394;000054
0001617;nieobecny;398;000054
0001618;spozniony;399;000054
0001619;spozniony;427;000054
0001620;nieobecny;433;000054
0001621;obecny;454;000054
0001622;nieobecny;462;000054
0001623;nieobecny;026;000055
0001624;nieobecny;036;000055
0001625;obecny;070;000055
0001626;spozniony;082;000055
0001627;obecny;099;000055
0001628;nieobecny;105;000055
0001629;spozniony;108;000055
0001630;nieobecny;119;000055
0001631;spozniony;136;000055
0001632;obecny;138;000055
0001633;nieobecny;198;000055
0001634;obecny;214;000055
0001635;nieobecny;231;000055
0001636;obecny;233;000055
0001637;obecny;240;000055
0001638;nieobecny;243;000055
0001639;spozniony;250;000055
0001640;obecny;268;000055
0001641;spozniony;280;000055
0001642;spozniony;309;000055
0001643;obecny;316;000055
0001644;spozniony;336;000055
0001645;nieobecny;359;000055
0001646;nieobecny;408;000055
0001647;obecny;411;000055
0001648;nieobecny;413;000055
0001649;spozniony;457;000055
0001650;nieobecny;039;000056
0001651;obecny;040;000056
0001652;nieobecny;054;000056
0001653;nieobecny;055;000056
0001654;spozniony;067;000056
0001655;nieobecny;083;000056
0001656;obecny;101;000056
0001657;nieobecny;106;000056
0001658;obecny;145;000056
0001659;obecny;155;000056
0001660;nieobecny;156;000056
0001661;nieobecny;200;000056
0001662;nieobecny;207;000056
0001663;obecny;256;000056
0001664;nieobecny;267;000056
0001665;nieobecny;288;000056
0001666;obecny;295;000056
0001667;obecny;364;000056
0001668;nieobecny;382;000056
0001669;nieobecny;392;000056
0001670;nieobecny;429;000056
0001671;obecny;430;000056
0001672;nieobecny;448;000056
0001673;nieobecny;475;000056
0001674;spozniony;009;000057
0001675;spozniony;025;000057
0001676;spozniony;057;000057
0001677;obecny;071;000057
0001678;spozniony;073;000057
0001679;obecny;084;000057
0001680;spozniony;094;000057
0001681;spozniony;097;000057
0001682;spozniony;103;000057
0001683;spozniony;124;000057
0001684;obecny;135;000057
0001685;spozniony;139;000057
0001686;obecny;166;000057
0001687;obecny;173;000057
0001688;spozniony;196;000057
0001689;nieobecny;216;000057
0001690;spozniony;254;000057
0001691;spozniony;282;000057
0001692;obecny;291;000057
0001693;nieobecny;331;000057
0001694;obecny;338;000057
0001695;obecny;367;000057
0001696;obecny;368;000057
0001697;nieobecny;373;000057
0001698;spozniony;387;000057
0001699;obecny;416;000057
0001700;obecny;438;000057
0001701;obecny;440;000057
0001702;spozniony;453;000057
0001703;nieobecny;465;000057
0001704;obecny;469;000057
0001705;spozniony;011;000058
0001706;obecny;017;000058
0001707;nieobecny;020;000058
0001708;obecny;037;000058
0001709;obecny;038;000058
0001710;nieobecny;043;000058
0001711;obecny;077;000058
0001712;obecny;086;000058
0001713;spozniony;087;000058
0001714;obecny;112;000058
0001715;obecny;134;000058
0001716;nieobecny;146;000058
0001717;obecny;158;000058
0001718;nieobecny;161;000058
0001719;spozniony;167;000058
0001720;spozniony;170;000058
0001721;nieobecny;176;000058
0001722;obecny;183;000058
0001723;nieobecny;228;000058
0001724;nieobecny;244;000058
0001725;nieobecny;266;000058
0001726;obecny;274;000058
0001727;obecny;297;000058
0001728;nieobecny;302;000058
0001729;spozniony;304;000058
0001730;spozniony;322;000058
0001731;nieobecny;340;000058
0001732;spozniony;347;000058
0001733;obecny;349;000058
0001734;spozniony;350;000058
0001735;spozniony;360;000058
0001736;nieobecny;369;000058
0001737;obecny;384;000058
0001738;nieobecny;412;000058
0001739;nieobecny;425;000058
0001740;obecny;428;000058
0001741;nieobecny;432;000058
0001742;nieobecny;435;000058
0001743;obecny;445;000058
0001744;spozniony;467;000058
0001745;spozniony;473;000058
0001746;nieobecny;042;000059
0001747;spozniony;046;000059
0001748;obecny;060;000059
0001749;obecny;078;000059
0001750;nieobecny;116;000059
0001751;nieobecny;141;000059
0001752;obecny;143;000059
0001753;nieobecny;157;000059
0001754;spozniony;160;000059
0001755;spozniony;186;000059
0001756;obecny;188;000059
0001757;spozniony;197;000059
0001758;obecny;206;000059
0001759;nieobecny;211;000059
0001760;spozniony;213;000059
0001761;spozniony;241;000059
0001762;nieobecny;255;000059
0001763;nieobecny;259;000059
0001764;nieobecny;264;000059
0001765;spozniony;270;000059
0001766;obecny;284;000059
0001767;nieobecny;287;000059
0001768;nieobecny;293;000059
0001769;obecny;311;000059
0001770;spozniony;324;000059
0001771;obecny;329;000059
0001772;obecny;394;000059
0001773;obecny;398;000059
0001774;spozniony;399;000059
0001775;spozniony;427;000059
0001776;spozniony;433;000059
0001777;spozniony;454;000059
0001778;spozniony;462;000059
0001779;obecny;010;000060
0001780;obecny;013;000060
0001781;nieobecny;014;000060
0001782;obecny;052;000060
0001783;spozniony;111;000060
0001784;nieobecny;127;000060
0001785;nieobecny;144;000060
0001786;nieobecny;147;000060
0001787;obecny;168;000060
0001788;spozniony;202;000060
0001789;spozniony;246;000060
0001790;spozniony;273;000060
0001791;obecny;275;000060
0001792;nieobecny;277;000060
0001793;nieobecny;342;000060
0001794;nieobecny;354;000060
0001795;obecny;358;000060
0001796;nieobecny;372;000060
0001797;obecny;374;000060
0001798;nieobecny;379;000060
0001799;spozniony;446;000060
0001800;nieobecny;450;000060
0001801;obecny;471;000060
0001802;obecny;472;000060
0001803;nieobecny;478;000060
0001804;spozniony;011;000061
0001805;obecny;017;000061
0001806;spozniony;020;000061
0001807;spozniony;037;000061
0001808;obecny;038;000061
0001809;spozniony;043;000061
0001810;spozniony;077;000061
0001811;nieobecny;086;000061
0001812;spozniony;087;000061
0001813;nieobecny;112;000061
0001814;nieobecny;134;000061
0001815;obecny;146;000061
0001816;obecny;158;000061
0001817;spozniony;161;000061
0001818;obecny;167;000061
0001819;nieobecny;170;000061
0001820;obecny;176;000061
0001821;nieobecny;183;000061
0001822;obecny;228;000061
0001823;nieobecny;244;000061
0001824;spozniony;266;000061
0001825;spozniony;274;000061
0001826;spozniony;297;000061
0001827;nieobecny;302;000061
0001828;obecny;304;000061
0001829;nieobecny;322;000061
0001830;obecny;340;000061
0001831;nieobecny;347;000061
0001832;spozniony;349;000061
0001833;obecny;350;000061
0001834;spozniony;360;000061
0001835;obecny;369;000061
0001836;nieobecny;384;000061
0001837;spozniony;412;000061
0001838;nieobecny;425;000061
0001839;nieobecny;428;000061
0001840;obecny;432;000061
0001841;obecny;435;000061
0001842;obecny;445;000061
0001843;obecny;467;000061
0001844;obecny;473;000061
0001845;obecny;004;000062
0001846;spozniony;029;000062
0001847;spozniony;066;000062
0001848;spozniony;085;000062
0001849;nieobecny;117;000062
0001850;nieobecny;121;000062
0001851;nieobecny;122;000062
0001852;obecny;154;000062
0001853;nieobecny;164;000062
0001854;spozniony;177;000062
0001855;spozniony;180;000062
0001856;nieobecny;195;000062
0001857;nieobecny;199;000062
0001858;spozniony;205;000062
0001859;spozniony;209;000062
0001860;spozniony;210;000062
0001861;spozniony;218;000062
0001862;obecny;221;000062
0001863;nieobecny;289;000062
0001864;spozniony;296;000062
0001865;spozniony;313;000062
0001866;nieobecny;314;000062
0001867;nieobecny;366;000062
0001868;nieobecny;395;000062
0001869;obecny;403;000062
0001870;spozniony;405;000062
0001871;spozniony;415;000062
0001872;nieobecny;424;000062
0001873;nieobecny;426;000062
0001874;obecny;441;000062
0001875;spozniony;444;000062
0001876;obecny;460;000062
0001877;spozniony;466;000062
0001878;nieobecny;470;000062
0001879;obecny;023;000063
0001880;nieobecny;032;000063
0001881;obecny;061;000063
0001882;spozniony;064;000063
0001883;nieobecny;072;000063
0001884;nieobecny;093;000063
0001885;nieobecny;162;000063
0001886;spozniony;193;000063
0001887;obecny;194;000063
0001888;nieobecny;212;000063
0001889;obecny;219;000063
0001890;spozniony;222;000063
0001891;nieobecny;229;000063
0001892;nieobecny;232;000063
0001893;spozniony;242;000063
0001894;obecny;261;000063
0001895;nieobecny;271;000063
0001896;nieobecny;278;000063
0001897;obecny;300;000063
0001898;obecny;318;000063
0001899;spozniony;335;000063
0001900;obecny;355;000063
0001901;spozniony;363;000063
0001902;nieobecny;377;000063
0001903;spozniony;383;000063
0001904;spozniony;390;000063
0001905;nieobecny;406;000063
0001906;spozniony;431;000063
0001907;spozniony;019;000064
0001908;spozniony;035;000064
0001909;nieobecny;053;000064
0001910;spozniony;100;000064
0001911;spozniony;114;000064
0001912;spozniony;132;000064
0001913;nieobecny;151;000064
0001914;nieobecny;163;000064
0001915;spozniony;187;000064
0001916;spozniony;203;000064
0001917;spozniony;215;000064
0001918;spozniony;217;000064
0001919;obecny;226;000064
0001920;spozniony;239;000064
0001921;nieobecny;249;000064
0001922;obecny;262;000064
0001923;spozniony;265;000064
0001924;obecny;279;000064
0001925;spozniony;299;000064
0001926;spozniony;308;000064
0001927;spozniony;315;000064
0001928;spozniony;325;000064
0001929;spozniony;332;000064
0001930;nieobecny;333;000064
0001931;nieobecny;337;000064
0001932;obecny;348;000064
0001933;nieobecny;378;000064
0001934;obecny;388;000064
0001935;nieobecny;393;000064
0001936;obecny;400;000064
0001937;obecny;404;000064
0001938;spozniony;407;000064
0001939;spozniony;442;000064
0001940;obecny;463;000064
0001941;spozniony;476;000064
0001942;spozniony;045;000065
0001943;obecny;059;000065
0001944;spozniony;062;000065
0001945;obecny;076;000065
0001946;obecny;095;000065
0001947;nieobecny;096;000065
0001948;obecny;104;000065
0001949;nieobecny;115;000065
0001950;spozniony;120;000065
0001951;nieobecny;130;000065
0001952;nieobecny;137;000065
0001953;spozniony;159;000065
0001954;nieobecny;175;000065
0001955;nieobecny;190;000065
0001956;obecny;191;000065
0001957;nieobecny;225;000065
0001958;obecny;238;000065
0001959;spozniony;248;000065
0001960;spozniony;263;000065
0001961;spozniony;283;000065
0001962;spozniony;307;000065
0001963;obecny;312;000065
0001964;obecny;317;000065
0001965;spozniony;319;000065
0001966;spozniony;326;000065
0001967;obecny;328;000065
0001968;obecny;334;000065
0001969;spozniony;339;000065
0001970;obecny;353;000065
0001971;nieobecny;370;000065
0001972;spozniony;421;000065
0001973;nieobecny;449;000065
0001974;obecny;451;000065
0001975;obecny;458;000065
0001976;spozniony;461;000065
0001977;spozniony;474;000065
0001978;obecny;480;000065
0001979;nieobecny;023;000066
0001980;obecny;032;000066
0001981;spozniony;061;000066
0001982;obecny;064;000066
0001983;nieobecny;072;000066
0001984;spozniony;093;000066
0001985;spozniony;162;000066
0001986;spozniony;193;000066
0001987;obecny;194;000066
0001988;spozniony;212;000066
0001989;nieobecny;219;000066
0001990;spozniony;222;000066
0001991;nieobecny;229;000066
0001992;spozniony;232;000066
0001993;obecny;242;000066
0001994;spozniony;261;000066
0001995;nieobecny;271;000066
0001996;nieobecny;278;000066
0001997;nieobecny;300;000066
