ID;stopien;waga;opis;data;uczen;nauczyciel;przedmiot
000368;bdb;2;Brak_opisu;2020-08-01 00:00:00;423;070;wf
000369;brak;6;Brak_opisu;2020-08-11 00:00:00;25;017;historia
000370;brak;3;Brak_opisu;2020-09-03 00:00:00;468;073;fizyka
000371;db;7;Brak_opisu;2020-05-17 00:00:00;175;083;geografia
000372;db;5;Brak_opisu;2020-10-10 00:00:00;78;096;biologia
000373;cel;8;Brak_opisu;2020-07-19 00:00:00;299;082;j.niemiecki
000374;brak;6;Brak_opisu;2020-04-15 00:00:00;327;071;WOS
000375;brak;9;Brak_opisu;2020-03-18 00:00:00;161;078;geografia
000376;brak;8;Brak_opisu;2020-05-02 00:00:00;48;099;j.polski
000377;ndst;5;Brak_opisu;2020-11-18 00:00:00;153;048;j.angielski
000378;db;9;Brak_opisu;2020-11-04 00:00:00;132;008;geografia
000379;cel;0;Brak_opisu;2020-11-21 00:00:00;331;093;j.angielski
000380;cel;8;Brak_opisu;2020-08-06 00:00:00;183;017;historia
000381;db;2;Brak_opisu;2020-03-26 00:00:00;139;025;wf
000382;dst;5;Brak_opisu;2020-06-24 00:00:00;148;068;geografia
000383;ndst;5;Brak_opisu;2020-04-07 00:00:00;236;095;fizyka
000384;dop;1;Brak_opisu;2020-06-22 00:00:00;435;051;chemia
000385;dst;0;Brak_opisu;2020-12-28 00:00:00;471;014;wf
000386;dop;4;Brak_opisu;2020-07-14 00:00:00;172;032;historia
000387;bdb;3;Brak_opisu;2020-03-20 00:00:00;128;026;chemia
000388;cel;6;Brak_opisu;2020-08-09 00:00:00;36;013;fizyka
000389;ndst;6;Brak_opisu;2020-12-20 00:00:00;319;095;fizyka
000390;ndst;7;Brak_opisu;2020-03-12 00:00:00;94;009;fizyka
000391;brak;7;Brak_opisu;2020-10-17 00:00:00;138;097;historia
000392;dst;8;Brak_opisu;2020-07-05 00:00:00;363;074;j.niemiecki
000393;brak;6;Brak_opisu;2020-10-19 00:00:00;161;005;j.niemiecki
000394;bdb;1;Brak_opisu;2020-09-01 00:00:00;239;011;wf
000395;db;9;Brak_opisu;2020-02-07 00:00:00;258;017;historia
000396;ndst;0;Brak_opisu;2020-10-15 00:00:00;158;064;j.polski
000397;dop;7;Brak_opisu;2020-02-18 00:00:00;228;035;geografia
000398;cel;8;Brak_opisu;2020-11-03 00:00:00;251;075;j.polski
000399;bdb;8;Brak_opisu;2020-07-04 00:00:00;185;017;historia
000400;db;3;Brak_opisu;2020-01-01 00:00:00;384;013;fizyka
000401;bdb;8;Brak_opisu;2020-03-28 00:00:00;149;058;geografia
000402;db;0;Brak_opisu;2020-05-27 00:00:00;188;004;historia
000403;brak;2;Brak_opisu;2020-09-28 00:00:00;64;059;fizyka
000404;db;3;Brak_opisu;2020-02-05 00:00:00;382;038;WOS
000405;bdb;9;Brak_opisu;2020-05-04 00:00:00;127;094;wf
000406;bdb;1;Brak_opisu;2020-10-02 00:00:00;155;099;j.polski
000407;ndst;5;Brak_opisu;2020-08-21 00:00:00;251;021;geografia
000408;db;7;Brak_opisu;2020-10-02 00:00:00;272;016;matematyka
000409;cel;4;Brak_opisu;2020-02-01 00:00:00;117;012;geografia
000410;ndst;4;Brak_opisu;2020-09-13 00:00:00;251;060;j.angielski
000411;db;6;Brak_opisu;2020-06-06 00:00:00;18;034;j.niemiecki
000412;dop;7;Brak_opisu;2020-01-25 00:00:00;222;082;j.niemiecki
000413;cel;3;Brak_opisu;2020-07-15 00:00:00;52;069;matematyka
000414;dst;1;Brak_opisu;2020-05-10 00:00:00;32;065;biologia
000415;dst;8;Brak_opisu;2020-07-23 00:00:00;53;034;j.niemiecki
000416;brak;5;Brak_opisu;2020-05-16 00:00:00;359;020;WOS
000417;ndst;3;Brak_opisu;2020-05-19 00:00:00;103;041;fizyka
000418;brak;6;Brak_opisu;2020-07-10 00:00:00;143;057;historia
000419;brak;2;Brak_opisu;2020-04-12 00:00:00;1;039;fizyka
000420;dop;2;Brak_opisu;2020-01-27 00:00:00;346;030;j.polski
000421;db;6;Brak_opisu;2020-12-25 00:00:00;150;071;WOS
000422;cel;7;Brak_opisu;2020-01-05 00:00:00;274;073;fizyka
000423;cel;4;Brak_opisu;2020-01-10 00:00:00;153;020;WOS
000424;ndst;2;Brak_opisu;2020-09-21 00:00:00;474;028;j.niemiecki
000425;cel;6;Brak_opisu;2020-01-19 00:00:00;261;043;geografia
000426;bdb;6;Brak_opisu;2020-03-17 00:00:00;38;034;j.niemiecki
000427;dst;9;Brak_opisu;2020-02-18 00:00:00;253;018;fizyka
000428;db;5;Brak_opisu;2020-08-26 00:00:00;132;040;matematyka
000429;ndst;2;Brak_opisu;2020-01-04 00:00:00;302;033;j.niemiecki
000430;bdb;5;Brak_opisu;2020-02-05 00:00:00;134;044;j.polski
000431;dop;8;Brak_opisu;2020-10-19 00:00:00;28;012;geografia
000432;cel;1;Brak_opisu;2020-08-24 00:00:00;218;049;chemia
000433;dop;6;Brak_opisu;2020-11-03 00:00:00;414;010;biologia
000434;db;4;Brak_opisu;2020-07-16 00:00:00;194;048;j.angielski
000435;dop;0;Brak_opisu;2020-09-18 00:00:00;277;047;geografia
000436;cel;5;Brak_opisu;2020-11-06 00:00:00;47;057;historia
000437;db;3;Brak_opisu;2020-07-10 00:00:00;102;050;chemia
000438;dop;9;Brak_opisu;2020-03-17 00:00:00;462;056;j.polski
000439;brak;5;Brak_opisu;2020-06-07 00:00:00;358;044;j.polski
000440;db;8;Brak_opisu;2020-07-13 00:00:00;223;045;j.angielski
000441;dst;5;Brak_opisu;2020-05-26 00:00:00;288;063;j.niemiecki
000442;db;1;Brak_opisu;2020-06-14 00:00:00;140;019;j.angielski
000443;db;6;Brak_opisu;2020-12-07 00:00:00;341;040;matematyka
000444;ndst;5;Brak_opisu;2020-05-03 00:00:00;86;075;j.polski
000445;ndst;7;Brak_opisu;2020-01-15 00:00:00;213;041;fizyka
000446;dop;4;Brak_opisu;2020-05-11 00:00:00;365;061;j.angielski
000447;cel;9;Brak_opisu;2020-09-16 00:00:00;218;026;chemia
000448;cel;6;Brak_opisu;2020-07-13 00:00:00;125;083;geografia
000449;dop;0;Brak_opisu;2020-03-26 00:00:00;361;099;j.polski
000450;bdb;2;Brak_opisu;2020-06-16 00:00:00;275;006;historia
000451;ndst;2;Brak_opisu;2020-06-23 00:00:00;375;069;matematyka
000452;ndst;5;Brak_opisu;2020-09-14 00:00:00;237;028;j.niemiecki
000453;ndst;4;Brak_opisu;2020-10-14 00:00:00;296;089;j.angielski
000454;db;6;Brak_opisu;2020-08-02 00:00:00;160;018;fizyka
000455;ndst;0;Brak_opisu;2020-01-17 00:00:00;231;090;matematyka
000456;dst;1;Brak_opisu;2020-10-10 00:00:00;164;020;WOS
000457;brak;8;Brak_opisu;2020-08-11 00:00:00;436;048;j.angielski
000458;cel;6;Brak_opisu;2020-02-11 00:00:00;313;046;j.niemiecki
000459;dop;0;Brak_opisu;2020-11-12 00:00:00;287;052;j.niemiecki
000460;dst;7;Brak_opisu;2020-11-05 00:00:00;166;076;historia
000461;db;7;Brak_opisu;2020-06-03 00:00:00;37;087;j.angielski
000462;ndst;4;Brak_opisu;2020-04-09 00:00:00;222;016;matematyka
000463;dst;2;Brak_opisu;2020-07-08 00:00:00;113;074;j.niemiecki
000464;bdb;0;Brak_opisu;2020-06-21 00:00:00;131;014;wf
000465;ndst;5;Brak_opisu;2020-03-18 00:00:00;313;065;biologia
000466;dop;4;Brak_opisu;2020-10-16 00:00:00;49;050;chemia
000467;bdb;5;Brak_opisu;2020-09-13 00:00:00;472;077;j.polski
000468;bdb;9;Brak_opisu;2020-09-19 00:00:00;386;032;historia
000469;dst;9;Brak_opisu;2020-03-15 00:00:00;227;061;j.angielski
000470;dst;9;Brak_opisu;2020-01-26 00:00:00;85;085;wf
000471;dop;8;Brak_opisu;2020-07-18 00:00:00;158;028;j.niemiecki
000472;ndst;7;Brak_opisu;2020-02-14 00:00:00;198;016;matematyka
000473;ndst;4;Brak_opisu;2020-12-20 00:00:00;328;055;biologia
000474;cel;4;Brak_opisu;2020-12-17 00:00:00;221;020;WOS
000475;dop;8;Brak_opisu;2020-01-17 00:00:00;77;039;fizyka
000476;bdb;6;Brak_opisu;2020-05-04 00:00:00;458;082;j.niemiecki
000477;db;4;Brak_opisu;2020-02-22 00:00:00;294;080;j.angielski
000478;brak;5;Brak_opisu;2020-12-07 00:00:00;9;019;j.angielski
000479;dst;6;Brak_opisu;2020-12-15 00:00:00;445;090;matematyka
000480;cel;1;Brak_opisu;2020-03-27 00:00:00;324;019;j.angielski
000481;dop;7;Brak_opisu;2020-08-28 00:00:00;11;044;j.polski
000482;dst;1;Brak_opisu;2020-03-19 00:00:00;241;067;fizyka
000483;dst;7;Brak_opisu;2020-04-03 00:00:00;65;093;j.angielski
000484;cel;1;Brak_opisu;2020-12-21 00:00:00;148;036;chemia
000485;ndst;8;Brak_opisu;2020-12-21 00:00:00;463;005;j.niemiecki
000486;cel;3;Brak_opisu;2020-04-23 00:00:00;20;099;j.polski
000487;bdb;7;Brak_opisu;2020-09-10 00:00:00;345;031;chemia
000488;dop;5;Brak_opisu;2020-02-02 00:00:00;111;006;historia
000489;db;8;Brak_opisu;2020-02-16 00:00:00;206;096;biologia
000490;bdb;0;Brak_opisu;2020-07-25 00:00:00;64;056;j.polski
000491;db;6;Brak_opisu;2020-12-08 00:00:00;6;093;j.angielski
000492;dst;7;Brak_opisu;2020-06-07 00:00:00;213;085;wf
000493;bdb;2;Brak_opisu;2020-07-08 00:00:00;327;010;biologia
000494;brak;6;Brak_opisu;2020-06-15 00:00:00;114;018;fizyka
000495;bdb;6;Brak_opisu;2020-07-04 00:00:00;111;050;chemia
000496;dop;9;Brak_opisu;2020-12-26 00:00:00;309;091;chemia
000497;db;3;Brak_opisu;2020-06-17 00:00:00;437;001;matematyka
000498;dop;2;Brak_opisu;2020-04-19 00:00:00;396;013;fizyka
000499;dop;8;Brak_opisu;2020-06-26 00:00:00;221;022;historia
000500;bdb;2;Brak_opisu;2020-03-07 00:00:00;309;071;WOS
000501;dop;3;Brak_opisu;2020-01-20 00:00:00;301;096;biologia
000502;dst;6;Brak_opisu;2020-08-01 00:00:00;172;032;historia
000503;cel;2;Brak_opisu;2020-04-12 00:00:00;172;058;geografia
000504;cel;0;Brak_opisu;2020-05-26 00:00:00;115;068;geografia
000505;db;8;Brak_opisu;2020-08-17 00:00:00;18;061;j.angielski
000506;ndst;4;Brak_opisu;2020-12-22 00:00:00;173;035;geografia
000507;bdb;8;Brak_opisu;2020-02-14 00:00:00;121;100;WOS
000508;ndst;4;Brak_opisu;2020-09-22 00:00:00;413;014;wf
000509;bdb;4;Brak_opisu;2020-12-27 00:00:00;312;065;biologia
000510;dop;7;Brak_opisu;2020-02-08 00:00:00;331;050;chemia
000511;dst;1;Brak_opisu;2020-10-03 00:00:00;365;043;geografia
000512;cel;6;Brak_opisu;2020-02-28 00:00:00;328;019;j.angielski
000513;brak;3;Brak_opisu;2020-10-04 00:00:00;274;031;chemia
000514;ndst;3;Brak_opisu;2020-11-03 00:00:00;276;014;wf
000515;dst;8;Brak_opisu;2020-04-18 00:00:00;189;014;wf
000516;db;9;Brak_opisu;2020-12-04 00:00:00;369;042;matematyka
000517;bdb;8;Brak_opisu;2020-02-19 00:00:00;373;005;j.niemiecki
000518;bdb;6;Brak_opisu;2020-04-04 00:00:00;203;100;WOS
000519;bdb;3;Brak_opisu;2020-07-16 00:00:00;127;078;geografia
000520;bdb;6;Brak_opisu;2020-05-04 00:00:00;368;099;j.polski
000521;ndst;6;Brak_opisu;2020-01-25 00:00:00;103;077;j.polski
000522;dst;8;Brak_opisu;2020-01-02 00:00:00;436;078;geografia
000523;bdb;7;Brak_opisu;2020-06-08 00:00:00;355;089;j.angielski
000524;cel;1;Brak_opisu;2020-02-01 00:00:00;312;090;matematyka
000525;cel;3;Brak_opisu;2020-03-23 00:00:00;342;026;chemia
000526;db;9;Brak_opisu;2020-03-09 00:00:00;90;024;j.polski
000527;ndst;1;Brak_opisu;2020-04-13 00:00:00;354;029;WOS
000528;db;0;Brak_opisu;2020-08-22 00:00:00;303;013;fizyka
000529;db;5;Brak_opisu;2020-03-07 00:00:00;25;002;biologia
000530;bdb;1;Brak_opisu;2020-03-19 00:00:00;321;044;j.polski
000531;db;9;Brak_opisu;2020-03-12 00:00:00;75;045;j.angielski
000532;db;4;Brak_opisu;2020-06-03 00:00:00;449;042;matematyka
000533;db;5;Brak_opisu;2020-12-15 00:00:00;44;023;j.niemiecki
000534;ndst;1;Brak_opisu;2020-03-15 00:00:00;178;100;WOS
000535;dop;1;Brak_opisu;2020-05-25 00:00:00;33;089;j.angielski
000536;ndst;0;Brak_opisu;2020-05-16 00:00:00;3;022;historia
000537;brak;2;Brak_opisu;2020-02-27 00:00:00;333;065;biologia
000538;brak;5;Brak_opisu;2020-01-15 00:00:00;362;071;WOS
000539;bdb;7;Brak_opisu;2020-12-10 00:00:00;356;041;fizyka
000540;brak;3;Brak_opisu;2020-07-27 00:00:00;340;082;j.niemiecki
000541;dop;0;Brak_opisu;2020-05-01 00:00:00;87;069;matematyka
000542;cel;0;Brak_opisu;2020-06-23 00:00:00;133;044;j.polski
000543;dop;5;Brak_opisu;2020-10-15 00:00:00;220;035;geografia
000544;cel;8;Brak_opisu;2020-09-04 00:00:00;60;043;geografia
000545;db;9;Brak_opisu;2020-11-03 00:00:00;118;004;historia
000546;bdb;2;Brak_opisu;2020-10-26 00:00:00;122;023;j.niemiecki
000547;dop;8;Brak_opisu;2020-03-15 00:00:00;205;084;WOS
000548;brak;6;Brak_opisu;2020-11-27 00:00:00;462;087;j.angielski
000549;dop;2;Brak_opisu;2020-06-02 00:00:00;298;095;fizyka
000550;bdb;9;Brak_opisu;2020-01-27 00:00:00;417;081;chemia
000551;brak;1;Brak_opisu;2020-11-26 00:00:00;395;041;fizyka
000552;db;2;Brak_opisu;2020-04-28 00:00:00;345;004;historia
000553;bdb;5;Brak_opisu;2020-06-16 00:00:00;102;005;j.niemiecki
000554;cel;2;Brak_opisu;2020-06-24 00:00:00;419;094;wf
000555;db;8;Brak_opisu;2020-11-04 00:00:00;452;043;geografia
000556;bdb;4;Brak_opisu;2020-12-13 00:00:00;389;071;WOS
000557;dop;1;Brak_opisu;2020-07-07 00:00:00;208;094;wf
000558;bdb;3;Brak_opisu;2020-08-28 00:00:00;239;051;chemia
000559;db;9;Brak_opisu;2020-03-15 00:00:00;113;041;fizyka
000560;db;1;Brak_opisu;2020-01-27 00:00:00;392;080;j.angielski
000561;dop;9;Brak_opisu;2020-06-13 00:00:00;346;100;WOS
000562;bdb;3;Brak_opisu;2020-07-27 00:00:00;213;059;fizyka
000563;cel;5;Brak_opisu;2020-03-13 00:00:00;366;098;historia
000564;db;7;Brak_opisu;2020-11-25 00:00:00;94;019;j.angielski
000565;bdb;0;Brak_opisu;2020-08-06 00:00:00;57;070;wf
000566;ndst;2;Brak_opisu;2020-07-23 00:00:00;132;075;j.polski
000567;dst;3;Brak_opisu;2020-10-03 00:00:00;412;046;j.niemiecki
000568;db;1;Brak_opisu;2020-04-13 00:00:00;63;086;WOS
000569;dst;2;Brak_opisu;2020-10-28 00:00:00;75;019;j.angielski
000570;cel;3;Brak_opisu;2020-04-16 00:00:00;436;044;j.polski
000571;dst;8;Brak_opisu;2020-11-01 00:00:00;230;036;chemia
000572;dop;7;Brak_opisu;2020-09-15 00:00:00;381;013;fizyka
000573;dop;7;Brak_opisu;2020-08-16 00:00:00;328;003;j.angielski
000574;brak;3;Brak_opisu;2020-12-02 00:00:00;290;063;j.niemiecki
000575;dop;3;Brak_opisu;2020-06-12 00:00:00;167;091;chemia
000576;ndst;3;Brak_opisu;2020-04-26 00:00:00;331;069;matematyka
000577;cel;8;Brak_opisu;2020-12-18 00:00:00;160;035;geografia
000578;dop;7;Brak_opisu;2020-03-08 00:00:00;40;061;j.angielski
000579;bdb;3;Brak_opisu;2020-08-18 00:00:00;124;077;j.polski
000580;dop;0;Brak_opisu;2020-09-06 00:00:00;83;025;wf
000581;db;4;Brak_opisu;2020-01-23 00:00:00;330;079;j.niemiecki
000582;brak;6;Brak_opisu;2020-07-17 00:00:00;447;051;chemia
000583;db;9;Brak_opisu;2020-01-22 00:00:00;280;015;j.polski
000584;cel;0;Brak_opisu;2020-03-08 00:00:00;12;042;matematyka
000585;bdb;7;Brak_opisu;2020-09-03 00:00:00;259;040;matematyka
000586;dst;0;Brak_opisu;2020-09-04 00:00:00;268;073;fizyka
000587;dst;3;Brak_opisu;2020-12-11 00:00:00;140;065;biologia
000588;dop;6;Brak_opisu;2020-12-06 00:00:00;443;067;fizyka
000589;bdb;8;Brak_opisu;2020-11-01 00:00:00;328;031;chemia
000590;cel;2;Brak_opisu;2020-06-15 00:00:00;371;013;fizyka
000591;dop;7;Brak_opisu;2020-10-10 00:00:00;164;045;j.angielski
000592;dop;7;Brak_opisu;2020-07-10 00:00:00;358;084;WOS
000593;cel;8;Brak_opisu;2020-12-10 00:00:00;106;034;j.niemiecki
000594;cel;4;Brak_opisu;2020-04-04 00:00:00;314;020;WOS
000595;bdb;4;Brak_opisu;2020-02-17 00:00:00;11;028;j.niemiecki
000596;dst;5;Brak_opisu;2020-06-27 00:00:00;428;054;biologia
000597;ndst;6;Brak_opisu;2020-11-11 00:00:00;416;093;j.angielski
000598;cel;5;Brak_opisu;2020-06-14 00:00:00;52;023;j.niemiecki
000599;dop;3;Brak_opisu;2020-01-19 00:00:00;118;067;fizyka
000600;db;6;Brak_opisu;2020-11-21 00:00:00;171;070;wf
000601;dst;5;Brak_opisu;2020-06-15 00:00:00;218;078;geografia
000602;ndst;9;Brak_opisu;2020-07-26 00:00:00;290;019;j.angielski
000603;db;2;Brak_opisu;2020-09-11 00:00:00;312;051;chemia
000604;dop;0;Brak_opisu;2020-09-24 00:00:00;33;013;fizyka
000605;bdb;2;Brak_opisu;2020-10-20 00:00:00;384;046;j.niemiecki
000606;bdb;7;Brak_opisu;2020-10-04 00:00:00;463;046;j.niemiecki
000607;brak;5;Brak_opisu;2020-12-05 00:00:00;124;030;j.polski
000608;db;5;Brak_opisu;2020-08-04 00:00:00;133;089;j.angielski
000609;ndst;7;Brak_opisu;2020-12-02 00:00:00;273;027;matematyka
000610;dop;4;Brak_opisu;2020-01-14 00:00:00;270;010;biologia
000611;ndst;0;Brak_opisu;2020-09-24 00:00:00;402;057;historia
000612;dop;1;Brak_opisu;2020-10-22 00:00:00;244;084;WOS
000613;cel;5;Brak_opisu;2020-03-12 00:00:00;184;094;wf
000614;ndst;3;Brak_opisu;2020-10-02 00:00:00;466;021;geografia
000615;bdb;2;Brak_opisu;2020-12-03 00:00:00;474;053;fizyka
000616;cel;5;Brak_opisu;2020-03-10 00:00:00;39;083;geografia
000617;cel;2;Brak_opisu;2020-11-05 00:00:00;83;033;j.niemiecki
000618;bdb;2;Brak_opisu;2020-02-04 00:00:00;394;015;j.polski
000619;dop;2;Brak_opisu;2020-03-13 00:00:00;208;094;wf
000620;bdb;0;Brak_opisu;2020-03-02 00:00:00;200;024;j.polski
000621;db;5;Brak_opisu;2020-03-21 00:00:00;232;059;fizyka
000622;ndst;2;Brak_opisu;2020-09-24 00:00:00;229;035;geografia
000623;brak;6;Brak_opisu;2020-10-01 00:00:00;453;020;WOS
000624;db;5;Brak_opisu;2020-06-18 00:00:00;142;094;wf
000625;cel;0;Brak_opisu;2020-10-01 00:00:00;212;023;j.niemiecki
000626;dop;9;Brak_opisu;2020-11-06 00:00:00;188;087;j.angielski
000627;ndst;6;Brak_opisu;2020-07-17 00:00:00;139;060;j.angielski
000628;brak;1;Brak_opisu;2020-11-12 00:00:00;15;028;j.niemiecki
000629;ndst;1;Brak_opisu;2020-03-07 00:00:00;164;018;fizyka
000630;brak;6;Brak_opisu;2020-10-18 00:00:00;68;066;j.angielski
000631;brak;6;Brak_opisu;2020-09-24 00:00:00;253;030;j.polski
000632;dst;7;Brak_opisu;2020-08-09 00:00:00;316;065;biologia
000633;bdb;2;Brak_opisu;2020-02-09 00:00:00;16;046;j.niemiecki
000634;brak;6;Brak_opisu;2020-02-11 00:00:00;450;082;j.niemiecki
000635;dst;5;Brak_opisu;2020-01-27 00:00:00;180;046;j.niemiecki
000636;bdb;6;Brak_opisu;2020-11-02 00:00:00;139;013;fizyka
000637;dst;2;Brak_opisu;2020-02-28 00:00:00;156;056;j.polski
000638;bdb;1;Brak_opisu;2020-05-19 00:00:00;19;007;wf
000639;db;9;Brak_opisu;2020-02-21 00:00:00;295;023;j.niemiecki
000640;cel;4;Brak_opisu;2020-04-20 00:00:00;184;033;j.niemiecki
000641;db;8;Brak_opisu;2020-06-09 00:00:00;313;004;historia
000642;cel;3;Brak_opisu;2020-10-01 00:00:00;456;004;historia
000643;cel;3;Brak_opisu;2020-09-08 00:00:00;143;034;j.niemiecki
000644;dst;8;Brak_opisu;2020-08-14 00:00:00;32;071;WOS
000645;dst;8;Brak_opisu;2020-02-23 00:00:00;431;074;j.niemiecki
000646;db;3;Brak_opisu;2020-08-26 00:00:00;474;004;historia
000647;db;4;Brak_opisu;2020-07-12 00:00:00;259;026;chemia
000648;dop;4;Brak_opisu;2020-05-14 00:00:00;74;088;biologia
000649;db;4;Brak_opisu;2020-05-20 00:00:00;263;057;historia
000650;cel;7;Brak_opisu;2020-12-27 00:00:00;172;010;biologia
000651;bdb;9;Brak_opisu;2020-08-07 00:00:00;330;037;j.polski
000652;cel;3;Brak_opisu;2020-09-11 00:00:00;172;055;biologia
000653;ndst;9;Brak_opisu;2020-08-27 00:00:00;62;007;wf
000654;bdb;5;Brak_opisu;2020-01-18 00:00:00;298;092;WOS
000655;dst;1;Brak_opisu;2020-09-14 00:00:00;294;030;j.polski
000656;ndst;0;Brak_opisu;2020-08-17 00:00:00;126;098;historia
000657;dop;2;Brak_opisu;2020-12-01 00:00:00;382;093;j.angielski
000658;dop;6;Brak_opisu;2020-05-01 00:00:00;359;015;j.polski
000659;brak;5;Brak_opisu;2020-04-25 00:00:00;76;093;j.angielski
000660;dop;3;Brak_opisu;2020-06-10 00:00:00;315;059;fizyka
000661;dst;3;Brak_opisu;2020-09-10 00:00:00;362;046;j.niemiecki
000662;dst;0;Brak_opisu;2020-05-18 00:00:00;343;096;biologia
000663;dop;0;Brak_opisu;2020-10-02 00:00:00;24;037;j.polski
000664;cel;3;Brak_opisu;2020-08-24 00:00:00;17;075;j.polski
000665;ndst;5;Brak_opisu;2020-07-12 00:00:00;182;079;j.niemiecki
000666;dop;9;Brak_opisu;2020-12-28 00:00:00;349;072;geografia
000667;ndst;8;Brak_opisu;2020-02-19 00:00:00;196;041;fizyka
000668;bdb;3;Brak_opisu;2020-12-04 00:00:00;298;058;geografia
000669;bdb;6;Brak_opisu;2020-11-16 00:00:00;245;052;j.niemiecki
000670;dst;7;Brak_opisu;2020-09-17 00:00:00;188;068;geografia
000671;ndst;9;Brak_opisu;2020-06-22 00:00:00;450;078;geografia
000672;ndst;5;Brak_opisu;2020-10-03 00:00:00;70;093;j.angielski
000673;dop;8;Brak_opisu;2020-05-16 00:00:00;400;021;geografia
000674;ndst;1;Brak_opisu;2020-04-27 00:00:00;278;023;j.niemiecki
000675;ndst;2;Brak_opisu;2020-03-16 00:00:00;255;026;chemia
000676;dop;9;Brak_opisu;2020-08-03 00:00:00;288;051;chemia
000677;dop;5;Brak_opisu;2020-02-09 00:00:00;459;014;wf
000678;dop;2;Brak_opisu;2020-01-28 00:00:00;411;065;biologia
000679;ndst;5;Brak_opisu;2020-04-17 00:00:00;138;083;geografia
000680;ndst;9;Brak_opisu;2020-08-22 00:00:00;225;006;historia
000681;db;7;Brak_opisu;2020-06-24 00:00:00;245;048;j.angielski
000682;dop;3;Brak_opisu;2020-06-28 00:00:00;238;018;fizyka
000683;dst;9;Brak_opisu;2020-04-15 00:00:00;469;083;geografia
000684;brak;6;Brak_opisu;2020-07-25 00:00:00;180;026;chemia
000685;bdb;1;Brak_opisu;2020-12-27 00:00:00;193;100;WOS
000686;brak;2;Brak_opisu;2020-02-22 00:00:00;68;041;fizyka
000687;cel;6;Brak_opisu;2020-02-28 00:00:00;398;032;historia
000688;bdb;8;Brak_opisu;2020-08-18 00:00:00;445;036;chemia
000689;cel;9;Brak_opisu;2020-05-23 00:00:00;157;087;j.angielski
000690;db;2;Brak_opisu;2020-06-24 00:00:00;259;001;matematyka
000691;ndst;3;Brak_opisu;2020-12-14 00:00:00;421;092;WOS
000692;bdb;1;Brak_opisu;2020-11-12 00:00:00;270;096;biologia
000693;brak;9;Brak_opisu;2020-09-17 00:00:00;23;045;j.angielski
000694;bdb;6;Brak_opisu;2020-10-20 00:00:00;397;092;WOS
000695;cel;4;Brak_opisu;2020-11-18 00:00:00;38;017;historia
000696;dop;0;Brak_opisu;2020-02-14 00:00:00;50;057;historia
000697;ndst;0;Brak_opisu;2020-05-03 00:00:00;333;017;historia
000698;dop;4;Brak_opisu;2020-02-27 00:00:00;26;080;j.angielski
000699;db;2;Brak_opisu;2020-04-17 00:00:00;446;043;geografia
000700;dop;5;Brak_opisu;2020-09-02 00:00:00;452;052;j.niemiecki
000701;bdb;8;Brak_opisu;2020-06-12 00:00:00;464;091;chemia
000702;brak;6;Brak_opisu;2020-11-26 00:00:00;293;031;chemia
000703;ndst;3;Brak_opisu;2020-12-27 00:00:00;150;039;fizyka
000704;cel;2;Brak_opisu;2020-08-10 00:00:00;190;064;j.polski
000705;dop;4;Brak_opisu;2020-02-07 00:00:00;390;041;fizyka
000706;db;9;Brak_opisu;2020-02-14 00:00:00;320;022;historia
000707;dop;1;Brak_opisu;2020-06-16 00:00:00;21;090;matematyka
000708;db;6;Brak_opisu;2020-09-28 00:00:00;30;052;j.niemiecki
000709;cel;5;Brak_opisu;2020-07-25 00:00:00;36;002;biologia
000710;db;4;Brak_opisu;2020-08-23 00:00:00;69;072;geografia
000711;ndst;9;Brak_opisu;2020-10-08 00:00:00;259;015;j.polski
000712;bdb;9;Brak_opisu;2020-04-12 00:00:00;24;061;j.angielski
000713;dop;2;Brak_opisu;2020-01-25 00:00:00;268;059;fizyka
000714;db;1;Brak_opisu;2020-05-02 00:00:00;94;023;j.niemiecki
000715;cel;5;Brak_opisu;2020-03-08 00:00:00;106;049;chemia
000716;dst;4;Brak_opisu;2020-06-24 00:00:00;463;048;j.angielski
000717;brak;3;Brak_opisu;2020-12-25 00:00:00;362;080;j.angielski
000718;db;8;Brak_opisu;2020-09-04 00:00:00;245;084;WOS
000719;ndst;8;Brak_opisu;2020-05-07 00:00:00;478;073;fizyka
000720;db;1;Brak_opisu;2020-09-23 00:00:00;17;055;biologia
000721;dst;9;Brak_opisu;2020-10-08 00:00:00;310;055;biologia
000722;bdb;5;Brak_opisu;2020-11-14 00:00:00;478;036;chemia
000723;dop;0;Brak_opisu;2020-02-03 00:00:00;159;095;fizyka
000724;ndst;6;Brak_opisu;2020-02-17 00:00:00;200;021;geografia
000725;dop;8;Brak_opisu;2020-12-04 00:00:00;350;032;historia
000726;bdb;0;Brak_opisu;2020-08-13 00:00:00;99;083;geografia
000727;ndst;1;Brak_opisu;2020-12-03 00:00:00;403;052;j.niemiecki
000728;ndst;3;Brak_opisu;2020-11-19 00:00:00;186;034;j.niemiecki
000729;cel;8;Brak_opisu;2020-06-22 00:00:00;260;077;j.polski
000730;ndst;1;Brak_opisu;2020-08-10 00:00:00;238;092;WOS
000731;ndst;9;Brak_opisu;2020-04-10 00:00:00;224;092;WOS
000732;bdb;6;Brak_opisu;2020-06-27 00:00:00;165;031;chemia
000733;cel;5;Brak_opisu;2020-12-20 00:00:00;334;048;j.angielski
000734;cel;9;Brak_opisu;2020-06-04 00:00:00;165;055;biologia
